num_pays,code_pays,pays,Dispo_proteine_g_personne_jour,person_2021,Taux_change_unit_devises_local_par_$US_Moy_period,Stabilité_Politique,PIB_par_habitant,lpi_AVG_2007_2022,Inflation_prix_à_la consommation_%_annuel,Governance_Performance,"Cost of animal source foods valeur 
(PPP dollar per person per day)",Corruption_Value,mediane_epi,Quantité_production_poulet_kg_par_pers
662,LCA,Sainte-Lucie,48.1,179651.0,2.7,0.83,26072.55352,2.64,2.410703122,-0.12,0.9,0.56,49.4,7.605301389917117
222,SLV,Salvador,19.2,6314167.0,1.0,-0.09,4153.954005,2.7,3.466925853,-0.34,1.0,-0.55,43.1,24.612193500742062
882,WSM,Samoa,47.4,218764.0,2.556092342,1.11,9015.912124,2.64,3.133204732,0.38,1.0,0.59,37.3,1.8435391563511363
16,ASM,Samoa américaines,25.15,45035.0,17.300494354999998,1.07,14077.93938,2.64,3.475403203,0.64,1.0,1.28,45.599999999999994,1327.412012878872
678,STP,Sao Tomé-et-Principe,12.3,223107.0,20.71040152,0.59,18606.28757,2.62,8.137770384,-0.76,0.9,0.23,52.9,3.1428865970139888
688,SRB,Serbie,33.1,6834326.0,99.39594167,-0.09,775305.1874,2.69,4.085102853,0.01,1.0,-0.46,55.2,16.17247991974629
690,SYC,Seychelles,32.2,99258.0,16.92052257,0.74,228698.1251,2.64,9.76909937,0.9,1.0,1.6,58.2,14.811904330129561
694,SLE,Sierra Leone,5.6,8420641.0,10.43942532,-0.1,1237.26151,2.11,11.87395888,-1.15,1.2,-0.46,32.7,2.345189635800885
702,SGP,Singapour,25.15,5453566.0,1.343483333,1.44,92991.30147,4.14,2.30485959,2.25,0.7,2.14,58.1,13.928867827032807
703,SVK,Slovaquie,25.7,5447247.0,17.300494354999998,0.62,16672.50595,3.15,3.149606299,0.49,0.6,0.21,68.3,10.974350896884243
705,SVN,Slovénie,27.5,2108079.0,17.300494354999998,0.76,22340.24626,3.19,1.917065061,1.14,0.7,0.69,67.57,31.59274391519483
706,SOM,Somalie,25.15,17065581.0,17.300494354999998,-2.73,15993618.4,1.99,3.475403203,-2.08,1.3,-1.8,45.599999999999994,0.23357540537295507
728,SSD,Soudan du Sud,9.9,10748272.0,306.3546199,-2.29,57721.568784999996,2.64,10.51671583,-2.4,1.5,-1.84,45.599999999999994,4.584439247536721
144,LKA,Sri Lanka,5.5,22156000.0,198.7643168,-0.38,592413.1612,2.57,7.014780712,-0.11,1.0,-0.36,39.0,10.687398447373171
756,CHE,Suisse,29.2,8704546.0,0.9138458333,1.12,85190.30504,4.0,0.5818141685,1.99,0.6,1.96,81.5,12.328615415439243
740,SUR,Suriname,26.8,612985.0,18.23866667,0.35,24018.3887,2.64,59.11966263,-0.68,1.1,-0.42,45.9,20.11794742122564
752,SWE,Suède,32.3,10415811.0,8.576566716,1.01,462364.2845,4.08,2.163197364,1.61,0.6,2.1,78.7,17.251657120122477
744,SJM,Svalbard et île Jan Mayen,25.15,6085450.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,9.823431299246563
760,SYR,Syrie,8.8,21324367.0,1256.0,-2.66,32429.9896,2.08,3.475403203,-1.77,1.9,-1.8,45.599999999999994,5.313780240229405
686,SEN,Sénégal,9.8,16876720.0,554.530675,-0.18,844313.4907,2.55,2.180322781,0.02,1.1,0.04,33.9,7.892647386458981
762,TJK,Tadjikistan,16.3,9750064.0,11.30885,-0.68,848.47401,2.3,3.475403203,-0.65,1.0,-1.35,38.2,3.1692099662115036
834,TZA,Tanzanie,5.8,63588334.0,2297.764226,-0.34,2072987.5,2.49,3.690919588,-0.65,0.9,-0.4,34.2,1.3556889224366218
158,TWN,Taïwan (République de Chine),39.3,6085450.0,17.300494354999998,0.77,57721.568784999996,2.64,3.475403203,1.43,1.3,1.18,57.2,112.46875744603932
148,TCD,Tchad,23.8,17179740.0,554.530675,-1.39,305991.3859,2.24,-0.7728443704,-1.46,0.9,-1.5,28.1,0.37827114962158914
203,CZE,Tchéquie,33.7,10505772.0,21.67816667,0.95,494078.5884,3.44,3.839844915,1.07,0.8,0.62,67.68,15.989305688339705
260,ATF,Terres australes et antarctiques françaises,25.15,6085450.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,9.823431299246563
86,IOT,Territoire britannique de l'océan Indien,25.15,6085450.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,9.823431299246563
764,THA,Thaïlande,11.7,71601103.0,31.97709344,-0.57,145522.4929,3.25,1.230395413,0.22,0.9,-0.48,45.4,25.09220842589534
626,TLS,Timor oriental,13.1,1320942.0,1.0,0.18,2059.315473,2.51,3.475403203,-0.045,1.0,-0.055,35.3,0.40160733779378655
768,TGO,Togo,4.4,8644829.0,554.530675,-0.7,514512.078,2.34,4.186215065,-0.69,1.2,-0.69,34.0,2.881641730565174
772,TKL,Tokelau,25.15,6085450.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,0.000788766648316887
776,TON,Tonga,25.15,106017.0,2.264959601,1.08,9477.83846,2.64,5.640511406,0.3,1.0,-0.43,45.1,2.584491166511031
780,TTO,Trinité-et-Tobago,26.6,1525663.0,6.758530049,0.24,97112.23501,2.48,2.059227469,0.15,0.9,-0.3,47.8,30.224761300496898
788,TUN,Tunisie,13.6,12262946.0,2.794466667,-0.76,7546.796276,2.57,5.706350208,-0.21,1.2,-0.26,46.7,12.419527901370518
795,TKM,Turkménistan,28.1,6341855.0,17.300494354999998,-0.33,57721.568784999996,2.4,3.475403203,-0.96,1.0,-1.44,43.9,3.3988478134552116
792,TUR,Turquie,19.6,84147318.0,8.850407549,-1.14,23896.18645,3.36,19.59649269,-0.12,1.1,-0.41,42.6,26.688555896695366
798,TUV,Tuvalu,25.15,11204.0,17.300494354999998,1.27,5758.657622,2.64,3.475403203,-0.4,1.0,0.66,45.599999999999994,5.622991788646912
804,UKR,Ukraine,22.0,43848986.0,27.28618938,-1.13,62746.11328,2.67,9.363139177,-0.44,1.0,-0.79,49.6,29.95964376462434
858,URY,Uruguay,27.3,3426260.0,43.554575,1.05,508866.6683,2.77,7.747914023,0.8,0.8,1.59,49.1,24.055675868147777
548,VUT,Vanuatu,19.3,319137.0,109.4525,0.9,206873.5371,2.64,2.343283582,-0.55,1.0,-0.04,36.9,1.9386658394357281
862,VEN,Venezuela,16.2,28199867.0,17.300494354999998,-1.45,57721.568784999996,2.47,3.475403203,-1.87,1.0,-1.62,50.3,15.333260259702643
876,WLF,Wallis-et-Futuna,25.15,6085450.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,9.823431299246563
887,YEM,Yémen,8.6,32981641.0,1028.107754,-2.58,57721.568784999996,2.44,3.475403203,-2.32,1.0,-1.67,45.599999999999994,6.029978920697124
894,ZMB,Zambie,8.7,19473125.0,20.01848659,0.05,7515.175043,2.47,22.02076762,-0.84,1.0,-0.76,38.4,2.595027762621562
716,ZWE,Zimbabwe,26.9,15993524.0,88.55244726,-0.95,13264.82638,2.31,98.54610509,-1.3,1.0,-1.25,43.41,7.065359704340332
818,EGY,Égypte,13.9,109262178.0,15.64452728,-1.03,67340.60127,2.87,5.214049405,-0.46,1.6,-0.71,43.3,21.9929718040217
784,ARE,Émirats arabes unis,39.1,9365145.0,3.6725,0.6,160738.6993,3.74,-0.0138599444,1.37,1.0,1.15,55.6,4.9645787651979765
218,ECU,Équateur,23.1,17797737.0,1.0,-0.26,6028.67269,2.67,0.1332513861,-0.24,0.8,-0.59,51.0,27.519566111129745
232,ERI,Érythrée,25.15,3620312.0,15.075,-1.06,57721.568784999996,2.29,3.475403203,-1.7,1.0,-1.26,31.7,0.31577388910127085
583,FSM,États fédérés de Micronésie,31.3,113131.0,1.0,1.2,2271.702716,2.64,3.191284066,0.3,1.0,0.56,37.4,1.4195932149455057
840,USA,États-Unis,52.6,332048977.0,1.0,-0.01,62741.00181,3.93,4.697858864,1.3,0.6,1.02,69.3,57.23101203832349
231,ETH,Éthiopie,3.8,120283026.0,43.73377832,-2.18,18524.39378,2.39,26.83952216,-0.65,1.3,-0.42,34.4,0.40610800729273305
74,BVT,Île Bouvet,25.15,6085450.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,9.823431299246563
162,CXR,Île Christmas,25.15,6085450.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,9.823431299246563
574,NFK,Île Norfolk,25.15,6085450.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,9.823431299246563
833,IMN,Île de Man,25.15,84263.0,0.7270649447,0.18,58716.6717,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,709.4454268184138
136,CYM,Îles Caïmans,25.15,68136.0,0.83333,1.62,66268.57724,2.64,3.475403203,1.24,0.7,0.47,45.599999999999994,877.3629212163908
166,CCK,Îles Cocos,25.15,6085450.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,9.823431299246563
184,COK,Îles Cook,25.15,6085450.0,17.300494354999998,1.15,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,0.0026785200765760955
234,FRO,Îles Féroé,25.15,52889.0,17.300494354999998,0.18,362321.0876,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,1130.2917430845735
334,HMD,Îles Heard-et-MacDonald,25.15,6085450.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,9.823431299246563
580,MNP,Îles Mariannes du Nord,25.15,49481.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,1208.140498373113
584,MHL,Îles Marshall,25.15,42050.0,17.300494354999998,0.93,5288.390025,2.64,3.475403203,0.02,1.0,0.42,33.5,1421.640903686088
612,PCN,Îles Pitcairn,25.15,6085450.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,9.823431299246563
90,SLB,Îles Salomon,7.7,707851.0,8.030102991,0.54,15029.99925,2.47,-0.1154378944,-0.83,1.0,-0.16,35.0,0.40206201587622253
796,TCA,Îles Turques-et-Caïques,25.15,45114.0,17.300494354999998,0.18,18302.10365,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,1325.0875559693222
92,VGB,Îles Vierges britanniques,25.15,31122.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,0.7,-0.055,45.599999999999994,1920.8277103013945
850,VIR,Îles Vierges des États-Unis,25.15,105870.0,17.300494354999998,0.48,37782.1857,2.64,3.475403203,0.64,1.0,0.0,45.599999999999994,564.6547652781713
581,UMI,Îles mineures éloignées des États-Unis,25.15,6085450.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,9.823431299246563
248,ALA,Îles Åland,25.15,6085450.0,17.300494354999998,0.18,57721.568784999996,2.64,3.475403203,-0.045,1.0,-0.055,45.599999999999994,9.823431299246563
