Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
QCL,Cultures et produits animaux,694,Sierra Leone,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,19748,I,Valeur imputée
QCL,Cultures et produits animaux,702,Singapour,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,75962,I,Valeur imputée
QCL,Cultures et produits animaux,705,Slovénie,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,66600,A,Chiffre officiel
QCL,Cultures et produits animaux,706,Somalie,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,"3986,1",I,Valeur imputée
QCL,Cultures et produits animaux,729,Soudan,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,79815,I,Valeur imputée
QCL,Cultures et produits animaux,728,Soudan du Sud,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,"49274,8",E,Valeur estimée
QCL,Cultures et produits animaux,144,Sri Lanka,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,236790,A,Chiffre officiel
QCL,Cultures et produits animaux,752,Suède,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,179690,A,Chiffre officiel
QCL,Cultures et produits animaux,756,Suisse,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,107315,A,Chiffre officiel
QCL,Cultures et produits animaux,740,Suriname,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,12332,A,Chiffre officiel
QCL,Cultures et produits animaux,762,Tadjikistan,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,30900,A,Chiffre officiel
QCL,Cultures et produits animaux,148,Tchad,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,"6498,6",I,Valeur imputée
QCL,Cultures et produits animaux,203,Tchéquie,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,167980,A,Chiffre officiel
QCL,Cultures et produits animaux,764,Thaïlande,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,"1796629,8",I,Valeur imputée
QCL,Cultures et produits animaux,626,Timor-Leste,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,"530,5",I,Valeur imputée
QCL,Cultures et produits animaux,768,Togo,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,"24911,3",A,Chiffre officiel
QCL,Cultures et produits animaux,772,Tokélaou,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,"4,8",I,Valeur imputée
QCL,Cultures et produits animaux,776,Tonga,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,274,I,Valeur imputée
QCL,Cultures et produits animaux,780,Trinité-et-Tobago,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,"46112,8",A,Chiffre officiel
QCL,Cultures et produits animaux,788,Tunisie,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,152300,A,Chiffre officiel
QCL,Cultures et produits animaux,795,Turkménistan,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,21555,A,Chiffre officiel
QCL,Cultures et produits animaux,792,Turquie,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,"2245770,4",A,Chiffre officiel
QCL,Cultures et produits animaux,798,Tuvalu,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,63,I,Valeur imputée
QCL,Cultures et produits animaux,804,Ukraine,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,1313700,A,Chiffre officiel
QCL,Cultures et produits animaux,858,Uruguay,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,82421,A,Chiffre officiel
QCL,Cultures et produits animaux,548,Vanuatu,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,"618,7",I,Valeur imputée
QCL,Cultures et produits animaux,862,Venezuela (République bolivarienne du),5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,"432395,9",I,Valeur imputée
QCL,Cultures et produits animaux,704,Viet Nam,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,"1277360,7",I,Valeur imputée
QCL,Cultures et produits animaux,887,Yémen,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,"198878,6",A,Chiffre officiel
QCL,Cultures et produits animaux,894,Zambie,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,"50533,3",I,Valeur imputée
QCL,Cultures et produits animaux,716,Zimbabwe,5510,Production,21121,"Viande, poulet, fraîche ou réfrigérée",2021,2021,tonnes,113000,E,Valeur estimée
